firstName,middleName,lastName,nameNick,pos,weight,height,birthDate
Roy,,Pugh,,C-F,78,210,1922-10-16
Anthony,Erwin,Randolph,,F,82,210,1989-07-15
Connie,Mack,Rea,,G-F,75,175,1931-01-27
Chris,,Richard,,F,81,255,1984-12-25
Jeremy,Terrell,Richardson,,F,79,190,1983-02-11
Eddie,B.,Robinson,,G-F,80,204,1976-04-19
Derrick,Martell,Rose,,G,75,190,1988-10-04
Walker,,Russell,,G,72,170,1982-10-06
John,Thomas,Salley,Spider,F-C,83,230,1964-06-16
Jamal,Wesley,Sampson,,F-C,83,235,1983-05-05
Ramon,,Sessions,,G,75,190,1986-04-11
Walter,L.,Sharpe,,F,81,245,1986-07-18
Iman,Asante,Shumpert,,G,77,220,1990-06-12
Bob,,Sims,,C-F,78,220,0000-00-00
Courtney,Garland,Sims,,C,83,245,1983-10-21
Sean,Michael-Eli,Singletary,,G,72,185,1985-09-06
Jabari,Montsho,Smith,Big Nasty,C,83,240,1977-02-12
Jason,Victor,Smith,,F,84,240,1986-03-02
Pete,,Smith,,F,78,205,0000-00-00
William,T.,Smith,Wee Willie,C,77,230,1911-04-22
Vassilis,,Spanoulis,,G,76,188,1982-07-08
Marreese,,Speights,,C,82,245,1987-08-04
Randy,C.,Stoll,,C-F,79,235,0000-00-00
Rodney,Norvell,Stuckey,Hot Rod,G,77,205,1986-04-21
DaJuan,Michael,Summers,,F,80,240,1988-01-24
Bennie,Samuel,Swain,Ben,F,80,220,1930-12-16
Jermaine,,Taylor,,G-F,76,210,1986-12-08
Garrett,Bartholomew,Temple,,G,78,190,1986-05-08
Hasheem,,Thabeet,,C,87,267,1987-02-16
Willis,,Thomas,Lefty,G,74,185,0000-00-00
Jason,Carlton,Thompson,,F,83,250,1986-07-21
Al,,Thornton,,F,79,220,1983-12-07
Marcus,Terrell,Thornton,,G,76,205,1987-06-05
Rolland,,Todd,,G,75,185,1934-04-26
Anthony,Lamar,Tolliver,,C,80,240,1985-06-01
Alando,Forest,Tucker,,F,78,205,1984-02-11
Gary,D.,Turner,,F,79,200,0000-00-00
Ratko,,Varda,,C,85,260,1979-06-05
Anderson,Franca,Varejao,,F,82,230,1982-11-28
Jackson,,Vroman,,F-C,82,220,1981-01-06
Horace,L.,Walker,,F,75,210,1937-04-07
Isaac,,Walthour,"Rabbit, Ike",G,71,163,0000-00-00
Perry,L.,Warbington,,G,74,165,1952-09-05
Darryl,Finesse,Watkins,Mookie,C,83,258,1984-11-08
Kyle,Donovan,Weaver,,G,78,201,1986-02-18
Dexter,,Westbrook,,F,80,190,0000-00-00
Russell,,Westbrook,,G,75,187,1988-11-12
Mario,Marcee,West,,G,77,210,1984-06-19
Deron,Michael,Williams,,G,75,210,1984-07-26
Jawad,Hason,Williams,,F,81,218,1983-02-19
Marcus,Eliot,Williams,,G-F,79,205,1986-11-18
Reggie,,Williams,,F,78,210,1986-09-14
Sean,,Williams,,F-C,82,235,1986-09-13
Terrence,Deshon,Williams,,G-F,78,220,1987-06-28
George,William,Wilson,Ducky,F,73,190,1914-02-03
Brandan,Keith,Wright,,F,81,205,1987-10-05
Julian,Emil-Jamaal,Wright,Ju-Ju,F,80,225,1987-05-20
Thaddeus,Charles,Young,Thad-Yo,F,80,220,1988-06-21
Sun,,Yue,,G,81,205,1985-11-06
Derrick,Dewayne,Zimmerman,,G,75,195,1981-02-02
Daniel,Blake,Ahearn,Blake,G,74,190,1984-05-27
Carlos,Alberto,Arroyo Bermudez,,G,74,202,1979-07-30
Metta,,World Peace,Ron,G-F,78,244,1979-11-13
Chester,J.,Aubuchon,Chet,G,70,137,1916-05-18
Darrell,Gerard,Augustin,D.J.,G,72,180,1987-11-10
Gustavo,Alfonso,Ayon Aguirre,,F-C,82,250,1985-04-01
Jose,Juan,Barea Mora,J. J.,G,71,175,1984-06-26
Esteban,Damian,Batista Hernandez,,F-C,82,270,1983-09-02
Donald,P.,Bielke,Don,C,79,240,0000-00-00
Lazaro,Manuel,Borrell Hernandez,,F,80,220,1972-09-20
William,C.,Bradley,Bill,G,71,165,1941-06-16
Robert,Warren,Brannum,"Bob, Beeb, The Tank",F-C,77,205,1926-05-28
Jonathan,Rodney,Brockman,Jon,F,79,255,1987-03-20
Robert,Douglas,Brown,Bobby,G,74,175,1984-09-24
Walter,,Byrd,Walt,F,79,205,0000-00-00
Jose,Manuel,Calderon Borrallo,,G,75,210,1981-09-28
Richard,Marlon,Calloway,"Rick, Ricky",F,78,180,1966-10-12
Donald,Vernon,Carlson,"Don, Swede",G-F,72,170,1919-03-22
Almario,Vernard,Chalmers,Mario,,73,190,1986-05-19
Calvin,Lawrence,Christensen,Cal,F-C,77,210,1927-06-06
Michael,Alex,Conley,Mike,G,73,175,1987-10-11
Norman,,Cook,Norm,F,80,210,1955-03-02
Kenneth,,Corley,Ken,C,76.5,210,0000-00-00
Raymond,Charles,Corley,Ray,G,72,180,1928-01-14
Frederick,Russell,Crawford,"Freddie, Fred",G-F,76,189,1940-12-23
Joseph,Reshard,Crawford,Joe,G,77,210,1986-06-17
Wardell,Stephen,Curry,Stephen,G,75,185,1988-03-14
Boris,Babacar,Diaw-Riffiod,,G-F,80,203,1982-04-16
Guillermo,Jose,Diaz Gonzalez,Superman,G,74,185,1985-03-04
Dwaine,R.,Dillard,,F,78,230,1949-03-09
Richard,Elmer,Dorsey,Joey,F,80,268,1983-12-16
Penny,Ann,Early (Hill),,G,63,114,1943-05-30
John,W.,Eskridge,Jack,C-F,76,180,0000-00-00
Christian,,Eyenga Moenge,,G-F,78,210,1989-06-22
John,J.,Ezersky,"Johnny, Easy John",F-G,75,175,0000-00-00
Kenneth,Bernard,Faried Lewis,,F,80,228,1989-11-19
Nicholas,Ryan,Fazekas,Nick,F,83,235,1985-06-07
Rudolfo,,Fernandez Farres,Rudy,G-F,78,185,1985-04-04
Daniel,Lawrence,Finn,Danny,G,73,185,1928-05-29
Jorge,,Garbajosa Chaparro,,F,81,245,1977-12-19
Christopher,,Garner,Chris,G,70,156,1975-02-23
Marc,,Gasol Saez,,C,85,265,1985-01-29
Pau,,Gasol Saez,,F,84,227,1980-07-06
Justin,Ray,Giddens,J.R.,G,77,215,1985-02-13
Herman,L.,Gilliam,Herm,G-F,75,185,1947-04-05
Emanuel,David,Ginobili,"Manu, Gino, Narigon",F,78,210,1977-07-28
Daniel,Richard,Green,Danny,G-F,78,210,1987-06-22
Jeffrey,Lynn,Green,Jeff,F,81,228,1986-08-28
Andrew,Tyler,Hansbrough,Tyler,F,81,250,1985-11-03
Michael,,Harris,Mike,F,78,240,1983-06-15
Walter,,Herrmann Heinrich,,F-C,81,225,1979-06-26
James,Edward,Hickson,J.J.,F,81,242,1988-09-04
,,Nene,,F-C,83,260,1982-09-13
Douglas,Martin,Holcomb,Doug,F,76,200,1921-02-09
Alfred,Joel,Horford Reynoso,Al,F-C,82,245,1986-06-03
Tegba,Othello,Hunter,Othello,F,80,225,1986-05-28
Sergeballu,L.S.L.W.J.H.,Ibaka,Serge,F,82,235,1989-09-18
Anthony,Joseph,Jaros,Tony,F-G,75,180,1920-02-21
Jianlian,,Yi,,F,83,238,1987-10-27
Clinton,,Johnson,Trey,G-F,77,218,1984-08-30
Hyland,DeAndre,Jordan,DeAndre,C,83,250,1988-07-21
Kenneth,W.,Keller,Ken,G,73,180,1925-07-30
John,Graham,Kerr,"Johnny, Red",C-F,81,230,1932-08-17
Wilber,,Kirkland,,F,79,190,0000-00-00
Bobby,F.,Knight,"Bob, Bobby",G-F,74,185,1929-04-30
Donald,R.,Kojis,Don,F,75,202,1939-01-15
Kostantine,Demetrios,Koufos,Kosta,C,84,265,1989-02-24
Thomas,M.,Kron,"Tommy, Tom, Mr. Hustle, Krash",G,77,200,1944-02-20
Robert,Karl,Kurz,Rob,F,81,232,1985-03-05
Ibrahim,,Kutluay,Ibo,G,78,200,1974-01-07
Edgar,Eddie,Lacey,,F,78,190,1944-08-02
Andre,Keith,Langford,"Keith, Freeze",G,76,215,1983-09-15
Yann,Stephane,Lasme,Stephane,F,80,215,1982-12-17
Tywon,Ronnell,Lawson,Ty,G,71,195,1987-11-03
Richard,,Lee,Dick,F,0,0,0000-00-00
Donald,J.,Lofgran,Don,F-C,77,200,1929-11-08
Raul,,Lopez Molist,,G,72,180,1980-04-15
Aloysius,R.,Lujack,Al,F,75,220,1920-10-05
Robert,Bracey,Lynam,R.B.,G,73,190,0000-00-00
Francis,E.,Mangiapane,Frank,G,70,195,1925-08-21
Edward,R.,Manning,Ed,F,79,210,1943-01-02
Fernando,,Martin Espina,,C,81,220,1962-03-25
Ovinton,J'Anthony,Mayo,O.J.,G,76,210,1987-11-05
Kenneth,S.,McBride,Ken,G-F,75,190,1929-05-23
Howard,T.,McCarty,Howie,F-G,74,190,0000-00-00
Malcolm,H.,McMullen,Mal,F-C,77,205,1927-08-23
Chester,D.,McNabb,Chet,F,74,200,1920-09-19
Joshua,Scott,McRoberts,Josh,F,82,240,1987-02-28
Alfonse,Klaud,Miksis,Al,C,79,210,1924-07-07
Calvin,,Miles,C.J.,G,78,210,1987-03-18
Lawrence,,Moore,Larry,F,79,215,0000-00-00
Richard,L.,Moore,Richie,G,74,190,0000-00-00
Byron,James,Mullens,B.J.,C,84,275,1989-02-14
Juan,Carlos,Navarro Feijoo,La Bomba,G,75,170,1980-06-13
Steven,Michael,Novak,,F,82,220,1983-06-13
Gregory,Wayen,Oden,Greg,C,84,285,1988-01-22
Jose,Rafael,Ortiz Rijos,Piculin,F-C,82,225,1963-10-25
Charles,,Parks,Charley,F,77,210,0000-00-00
Richard,E.,Parks,"Rich, Richie",F,79,235,1943-10-26
Anthony,Jordan,Price,A.J.,G,74,181,1986-10-07
Gabriel,Michael,Pruitt,Gabe,G,76,170,1986-04-19
James,Donald,Putman,Don,G,72,160,1922-11-13
Peter,John,Ramos Fuentes,,C,87,275,1985-05-23
Samuel,Salvadore,Ranzino,"Sam, Sammy",G,73,185,1928-06-23
Franklin,P.,Reddout,Frank,F,77,195,0000-00-00
Ramon,,Rivas Contreras,,F-C,82,260,1966-06-03
Sergio,,Rodriguez Gomez,,G,75,168,1986-06-12
Ricard,,Rubio I Vives,Ricky,G,76,180,1990-10-21
Generoso,Charles,Rullo,Jerry,G,70,165,1922-06-23
Edward,A.,Sadowski,"Ed, Big Ed",C,77,240,1915-07-11
Cheikh,Tidiane,Samb,,C,85,215,1984-10-22
Robert,,Santini,Bob,F,77,190,1932-02-17
Woodrow,,Sauldsberry,"Woody, Slingshot",F-C,79,220,1935-07-11
Robert,Thomas,Schafer,"Bob, Dutch",G,75,195,1933-03-29
Luis,Alberto,Scola Balvoa,,F,81,245,1980-04-30
Mustafadeen,Abdush,Shakur,Mustafa,G,76,195,1984-08-18
Gregory,,Smith,Greg,C,82,250,1991-01-08
James,Oliver,Smith,Jim,F,81,225,1958-04-12
Earl,,Smith,J.R.,G,78,220,1985-09-09
Tiago,,Splitter Beims,,F,83,232,1985-01-01
Warren,Bruce,Spraggins,Bruce,F,77,188,0000-00-00
James,Ervin,Staggs,"Erv, Stu",F-G,78,195,0000-00-00
Darryl,Eugene,Strawberry,D.J.,G,77,201,1985-06-15
Kenneth,G.,Suesens,Kenny,G,73,175,1916-10-23
Daniel,S.,Swartz,"Dan, Dogpatch",F,76,210,1931-12-23
Michael,Rene,Taylor,Mike,G,74,165,1986-01-21
Jeffrey,Demarco,Teague,Jeff,G,74,180,1988-06-10
Howard,Samuel,Thompkins,Trey,F,82,245,1990-05-29
Oscar,Jose,Torres Martinez,,G-F,78,210,1976-12-18
Roko,Leni,Ukic,,G,77,183,1984-05-12
Benjamin,Izoura,Uzoh,Ben,G,75,205,1988-03-18
Greivis,Josue,Vasquez Rodriguez,,G,78,211,1987-01-16
Marcus,,Vinicius,,F,80,225,1984-05-31
William,Henry ,Walker,Bill,G-F,78,220,1987-10-09
Don,,Walsh,,F,0,0,0000-00-00
Wang,,Zhizhi,,C,84,220,1977-07-08
Benjamin,Vallentina,Warley,Ben,F-G,77,200,1936-02-04
Darius,Myron,Washington,,G,74,195,1985-12-06
Charles,Akeem,Watson,C.J.,G,74,176,1984-04-17
Clarence,,Weems,Sonny,G-F,78,203,1986-07-08
Richard,Wade,Wehr,Dick,F,76,180,1923-12-09
Raymond,A.,Wertis,Ray,G,71,175,1923-07-30
DeWayne,,White,D.J.,F,81,251,1986-08-31
Alva,Winfred,Wilfong,"Win, Winnie",G-F,74,185,1932-03-18
Alfred,B.,Williams,Al,F,78,200,1948-02-14
Robert,Eric,Williams,Pete,F,79,190,1963-07-23
James,,Wilson,Jim,G,70,175,1948-01-01
Nicholas,,Young,Nick,G-F,78,200,1985-06-01
Samuel,David,Young,Sam,G-F,78,220,1985-06-01
Glenn,Reed,Adams,Sparky,F,73,185,1917-04-04
Howard,O'Neale,Adams,Neal,F-C,75,195,1919-01-21
Jack,,Adams,,F,76,185,1934-09-27
Raymond,,Adams,Ray,F-C,74,185,0000-00-00
Willie,,Adams,,F,71,160,0000-00-00
John,,Ahearn,"Jake, Johnny",G,74,185,0000-00-00
Warren,J.,Ajax,,F-C,74,170,1921-05-12
Merle,,Alexander,,C-F,78,185,1907-09-02
Lou,,Alix,,C,81,210,0000-00-00
Jack,,Allain,,C,80,250,1934-12-09
Francis,,Allen,"Frank, Tiny",C,77,245,0000-00-00
Leonard,,Alterman,Chink,G,75,185,1922-03-08
Armando,,Alvarez,Al,G,72,160,1912-10-05
Robert,H.,Alwin,Bob,G,70,145,1920-08-12
Ralph,O.,Amsden,,C,76,200,1917-01-01
Art,,Anderson,,C,78,190,0000-00-00
Bill,,Anderson,,F-G,72,170,0000-00-00
Carl,,Anderson,Buttercup,G,75,215,0000-00-00
Clarence,,Anderson,Andy,F,77,212,0000-00-00
Gene,,Anderson,,G-F,74,190,0000-00-00
Gene,,Anderson,,F,0,0,0000-00-00
Ernest,Henry,Andres,"Ernie, Junie",G-F,73,200,1918-01-11
Paul,,Anthony,,C-F-G,77,195,0000-00-00
Clyde,,Anton,,G,0,0,0000-00-00
Gerald,Bruce,Archibald,Gerry,G,72,170,1907-08-22
Jaak,,Ardon,Jack,C,81,215,1939-10-13
Scott,,Armstrong,Scotty,F-C,76,190,1913-10-12
Fred,,Arndt,,F,0,0,0000-00-00
Bill,,Arnett,,G,72,180,0000-00-00
Stanley,,Arnzen,"Stan, Pete",F,71,170,1914-08-08
Alexander,,Athas,"Alex, Greek",G,74,180,1922-10-06
Carl,,Austing,,F-C,76,180,1910-04-25
Carl,,Baer,,C,77,0,0000-00-00
Frank,A.,Baird,,G-F,71,160,1912-04-10
Bob,,Baker,,G,0,0,0000-00-00
Art,,Bakeraitis,,F-C,76,210,0000-00-00
Herbert,,Ball,Herb,F-G,0,0,1918-07-27
Fred,,Barker,,F,76,200,0000-00-00
Louis,Peter,Barle,"Lou, Fats",F,73,200,1916-06-23
Samuel,C.,Barnard,Sam,F,78,225,1937-12-28
Shannie,S.,Barnett,,F-C,75,175,1919-02-08
Rex,Edward,Barney,,G,74,185,1924-12-19
Pete,P.,Basich,,G,69,145,1915-06-25
Virgil,,Batterman,Buck,F,75,195,1918-04-01
Frank,,Beaty,,F,74,205,0000-00-00
Lawrence,,Beck,Larry,F,75,195,0000-00-00
Tom,,Becker,,F,73,180,0000-00-00
Don,,Beery,,G,72,180,0000-00-00
Bill,,Behr,,G,74,190,0000-00-00
Byron,O.,Bell,,C,75,180,1914-06-09
Raymond,T.,Bellingham,Ray,C,80,200,1916-10-29
Talmadge,Wesley,Bennett,"Wes, Wesley",C-F,75,175,1913-03-31
Al,,Benson,,C,78,220,0000-00-00
Calvin,,Benson,,F,77,215,0000-00-00
John,P.,Berberich,,C,80,230,1938-04-08
Bernard,,Berens,"Beanie, Bernie",C,77,190,1913-02-26
Fred,,Beretta,,G,0,0,0000-00-00
Connie,Mack,Berry,Warhouse,F-C,75,200,1915-04-19
Donald,J.,Betourne,Don,F,73,200,1915-02-27
Johnny,,Bianco,,C,76,195,0000-00-00
Max,,Biggs,,F-C,72,190,0000-00-00
Emmet,C.,Birk,,F,73,185,1914-03-21
James,,Birr,"Jim, Crash",F-C,75,215,1916-08-22
Ralph,English,Bishop,,F,75,185,1915-10-01
Thermon,Talmadge,Blacklidge,Blackie,F,75,185,1920-03-19
Charles,E.,Bloedorn,Chuck,G,72,180,1912-05-28
C.,Keith,Bloom,Keith,F-G,75,185,0000-00-00
Bob,,Blue,Bobby (Bobby Odom in h.s.),G,71,170,0000-00-00
Sylvester,,Blye,Sy,F,77,235,1938-02-14
Bruce,,Boehler,,G,71,195,1917-07-08
Ed,,Bogdanski,,F,76,220,0000-00-00
Marvin,Dent,Bolyard,Bucky,G,71,185,1937-08-20
Robert,W.,Bolyard,Bob,G-F,72,182,1920-12-04
Herbert,,Bonn,"Herb, Babe",F,72,195,0000-00-00
Alfred,E.,Bonniwell,Al,G-F,74,185,1911-10-06
,,Boris,,F,0,0,0000-00-00
Wallace,B.,Borrevik,"Wally, Slats",C-F,79,205,1921-11-14
John,,Bosak,,G,75,185,0000-00-00
Wyatt,,Boswell,Sonny,G,73,180,0000-00-00
Louis,,Boudreau,Lou,G-F,71,170,1917-07-17
Harold,,Bowers,,G,70,165,0000-00-00
Art,,Bowman,,G,0,0,0000-00-00
Clarence,,Brannum,Big C,F,77,215,1926-05-28
Irving,,Brenner,Irv,C-F,76,200,1913-05-31
Clayton,Lorenz,Bristow,,F,75,180,0000-00-00
Richard,,Brott,Dick,C,80,210,1935-09-19
Bill,,Brown,,F,75,0,0000-00-00
Eugene,,Brown,Gene,G,75,170,1935-11-13
Hillery,L.,Brown,,F-G,75,190,1912-07-30
Jim,,Brown,,G-F,73,190,0000-00-00
Marshall,Earl,Brown,,F,75,170,1918-06-28
William,,Brown,Rookie,F-C,76,190,1925-02-15
,,Brown,,G,0,0,0000-00-00
Bill,,Brownell,,C,78,235,0000-00-00
John,,Bruce,,F-G,75,190,0000-00-00
Carl,,Bruch,,C-F,76,190,0000-00-00
Chester,,Bryan,Chet,G,70,170,0000-00-00
Ken,,Buehler,,F-C,74,180,0000-00-00
Franklin,Douglas,Burgess,Frank,G,73,193,1935-03-09
Frank,,Burks,,F,76,191,1939-09-05
George,,Bush,,G,74,185,0000-00-00
Gerard,L.,Bush,Jerry,F-C,75,200,1914-09-06
Bob,,Butherus,,G,74,185,0000-00-00
Charles,J.,Butler,Charlie,F-G,74,165,0000-00-00
Bill,,Butterfield,,C,77,195,0000-00-00
Howard,,Cable,Soup,F-G-C,75,200,0000-00-00
Robert,J.,Calihan,Bob,F-G-C,75,200,1918-08-02
Joe,,Camic,The Rankin Razor,F-C,76.5,195,0000-00-00
Albert,,Campbell,"Kenton, Ken, Dutch",F,76,195,0000-00-00
Fred,,Campbell,,G,71,175,0000-00-00
Ed,,Campion,,G,74,190,0000-00-00
Keith,E.,Carey,,G,75,190,1920-03-05
Leroy,,Carlton,,C,78,200,0000-00-00
Daniel,J.,Carnevale,Dan,G,72,185,1918-02-08
Anthony,,Carp,Tony,F,79,215,1911-03-02
Frank,Willis,Carswell,"Tex, Wheels",G,72,185,1919-11-06
Hugh,,Carter,,G,0,0,0000-00-00
Buddy,,Cate,,F,77,195,0000-00-00
Jim,,Cathcart,,F,76,205,0000-00-00
George,,Chestnut,,C-F,77,210,1911-09-27
William,I.,Chmielewski,"Bill, Moose",C,81,235,1941-12-12
Charles,H.,Chuckovits,Chuck,F-G,73,175,1912-07-10
Ralph,L.,Churchfield,,G-F,77,220,1918-01-01
Harold,J.,Cihlar,Hal,F-C,77,210,1914-07-16
Jon,,Cincebox,,F-C,79,230,1936-12-12
Bob,,Clarke,,F,81,200,1939-03-21
Don,,Cleary,,F,0,0,0000-00-00
Doyle,,Cofer,,F,76,0,1923-01-18
Jeffrey,Maxwell,Cohen,Jeff,F-C,79,225,1939-10-06
Robert,H.,Colburn,"Bob, Bobby",F,70,190,1911-03-23
Kelly,,Coleman,King,G-F,75,215,1938-09-21
Paul,,Coleman,,G,74,160,0000-00-00
Marvin,W.,Colen,Marv,G,72,170,1915-03-08
Jim,,Cominsky,Jimmy,G,74,185,0000-00-00
Theodore,Walter,Cook,Ted,G,72,160,1922-02-06
Robert,,Cope,Bob,C-F,76,190,0000-00-00
Edric,George,Costain,Ed,G,72,170,1923-11-04
,,Costello,,,0,0,0000-00-00
Bob,,Cotton,,F-C-G,79,205,0000-00-00
Bill,,Coven,,F-C,79,220,0000-00-00
Roy,,Cox,,G,69,150,0000-00-00
Bill,,Cramer,,C,0,0,0000-00-00
George,Daniel,Crowe,Big George,F-C,74,206,1921-03-22
Leo,Jerome,Crowe,,G,71,170,1912-04-12
Kiernan,,Crowley,,G,68,155,0000-00-00
Fred,,Crum,Freddie,G-F,72,170,0000-00-00
Marty,,Cullen,,G-F,0,0,0000-00-00
Roscoe,,Cumberland,Duke,F,74,189,0000-00-00
Harold,Brewer,Cunningham,Cookie,F-C,75,210,1905-02-04
Jim,,Currie,,G-F,74,185,0000-00-00
Charles,W.,Curtis,"Charlie, Chuck",F,79,200,1937-10-22
Walt,,Czarnecki,,F,77,215,0000-00-00
Harold,,Dahl,,F,69,190,0000-00-00
Edward,C.,Dancker,,C-F,79,200,1914-03-14
James,,Daniels,"Jim, Jimmy",G,72,160,1935-12-13
,,Danko,,G,0,0,0000-00-00
Lowell,,Davis,Dolly,G,73,180,0000-00-00
Jim,,Dawson,,C-F,79,210,0000-00-00
George,,Day,,F,76,187,0000-00-00
Leslie,H.,Deaton,Les,F-C,76,210,1923-09-23
Rudolph,,Debnar,Rudy,G,71,160,1916-05-09
Louis,,Dehner,Pick,F-C,77,190,1914-08-29
Harold,,Dembo,,F,0,0,1915-12-24
David,,Denton,Dave,G,74,185,1938-10-05
Dick,,Dermody,,F,74,195,0000-00-00
William,L.,DeVenzio,Bill,G,72,185,1924-08-02
Harold,,Devoll,Hal,F-C,78,210,0000-00-00
Bob,,DeWeese,,G,71,160,0000-00-00
Tony,,DiBartolo,,,0,0,0000-00-00
Ernie,,DiBenedetto,,G,70,170,0000-00-00
,,Dickey,,,0,0,0000-00-00
Johannes,P.,Dienelt,"Hans, Whitey",G,72,185,1921-04-28
Robert,E.,Dietz,Bob,G-F,73,164,1917-12-04
Wilfred,,Doerner,Gus,F,74,190,1922-02-27
Robert,L.,Dowell,Duck,C-F,75,200,1912-08-14
Glynn,,Downey,,G,72,180,0000-00-00
Jimmy,,Doyle,,G,72,165,0000-00-00
John,,Drish,,F,0,0,0000-00-00
Robert,C.,Dro,Bob,G-F,72,190,1918-10-12
Beryl,Esco,Drummond,,G,73,185,1918-06-16
Paul,E.,DuCharme,,G,71,160,1917-08-27
John,Richard,Dugger,Jack,F-C,75,225,1923-01-13
,,Dunlap,,,0,0,0000-00-00
Grant,Lester,Dunlap,,F,75,185,1923-12-20
David,Barnard,Dupee,Dave,F,75,185,1916-03-30
William,,Durkee,Biill,G-F,75,205,0000-00-00
Bill,,Durkin,,G,73,160,0000-00-00
Robert,D.,Dykstra,Bob,C,81,230,1922-05-31
Floyd,,Ebaugh,,C,79,230,1914-05-30
Leroy,,Edwards,"Cowboy, Lefty, Li'l Abner",C-F,76,200,1914-04-11
Glen,,Edwards,,G,0,0,0000-00-00
Thomas,,Edwards,Tommy,F,70,170,1911-01-04
Clyde,,Ehlers,,C,77,230,0000-00-00
,,Elch,,F,0,0,0000-00-00
Denny,,Elliot,,G,69,150,0000-00-00
Donald,L.,Elser,Don,F-C,76,220,1913-08-04
Warner,,Engdahl,Bud,G,73,210,1918-07-02
Harold,Eugene,England,Hal,G,74,175,1927-09-09
Charles,,Epperson,Charlie,F-G,74,170,0000-00-00
Edward,Joseph,Erban,"Ed, Eddie ",F-C,76,0,1921-07-06
B.,William,Erickson,Bill,G,73,184,1928-06-08
Austin,,Ernest,,C,77,210,0000-00-00
Mark,A.,Ertel,,C-F,76,196,1919-02-26
Richard,Jacob,Evans,"Dick, Whitey",F-C,75,200,1917-05-31
Hank,,Evans,,F-C,75,195,0000-00-00
Byron,A.,Evard,Boob,G,68,155,1908-03-27
Kenneth,Arnold,Exel,Ken,G,73,178,1920-09-12
Theodore,E.,Falda,Teddy,G,72,180,1920-01-02
Bill,,Farrow,,C,76,198,0000-00-00
Fred,D.,Fechtman,,C,80,210,1910-08-10
George,,Fields,,F-C,71,170,0000-00-00
Adam,,Filipczak,Flip,G,70,170,0000-00-00
George,,Finley,Beanpole,C,85,254,1937-09-25
Bob,,Fitton,,C,81,195,0000-00-00
William,Wilson,Fitts,Wilson,G-F,74,165,1915-06-16
Don,,Fitz,,F-G,76,195,0000-00-00
Lou,,Fitzgerald,,F,73,155,0000-00-00
Jack,,Fitzpatrick,Jackie,F,76,215,1935-07-14
Gordon,P.,Flick,,F-C,75,200,1921-08-13
Arnold,,Flinn,Arnie,G,74,175,1928-11-18
Peter,,Fogo,Pete,F,77,180,1921-10-14
Leonard,Guy,Ford,Len,C-F,76,230,1926-02-18
Jack,,Forestieri,,G-F,72,185,0000-00-00
Ernie,,Fortney,,C,76,220,0000-00-00
Stephen,B.,Fowdy,Steve,F,74,180,1915-09-16
Wilbur,,Fox,,F-C,77,185,0000-00-00
Clarence,,Francis,Bevo,C,80,195,1932-09-04
Chester,E.,Francis,Chet,F,74,180,1918-05-01
James,H.,Francis,Jim,C,80,220,1935-12-13
Nicholas,,Frascella,Nick,F,74,185,1914-07-06
Theodore,Edward,Fritsch,Ted,G,70,210,1920-10-31
Homer,,Fuller,,G-F,75,220,0000-00-00
Richard,J.,Furey,Dick,F-G,75,195,1925-03-08
Raymond,J.,Gaisser,,F,75,0,1923-02-14
Lauren,Henry,Gale,Laddie,F,76,190,1917-04-22
Lowell,,Galloway,,F-C,76,210,1921-07-07
Fred,,Gantt,,F-G,75,170,0000-00-00
Frank,,Garcia,,G-F,72,175,0000-00-00
Joe,,Gardere,,G,68,163,0000-00-00
Ben,,Gardner,,C-F,75,190,0000-00-00
Dick,,Gates,,G,0,0,0000-00-00
William,P.,Gates,Pop,F-G,74,196,1917-08-30
Leon,Robert,Gauchat,Bob,G,72,180,1921-03-05
John,Alexander,Gee,"Johnny, Whiz",C-F,81,225,1915-12-07
Harold,F.,Gensichen,Hal,G,71,170,1921-01-02
Robert,,Gerber,Bob,C-F,76.5,218,0000-00-00
Jim,,Gibbs,,C-F,77,195,0000-00-00
John,,Gibbs,,G,78,190,0000-00-00
Leroy,,Gibson,,F,77,190,1937-06-29
Merlin,,Gilbertson,Boody,G-F,75,205,0000-00-00
Frank,,Gilhooley,Frankie,G,71,180,0000-00-00
Hyman,,Ginsburg,Hymie,G,69,170,1914-03-23
Ed,,Glancy,,G-F,75,180,0000-00-00
James,,Glass,Jim,C,80,210,0000-00-00
James,,Goff,Pim,F-C,76,190,0000-00-00
John,,Goldsmith,"Jackie, Brownsville Bomber",G,67,150,1921-01-21
Andrew,F.,Gonczi,Andy,F,73,165,1921-03-26
Fred,,Grafft,,G,69,0,0000-00-00
Erwin,F.,Graf,"Moose, Ike",F-C,75,200,1917-07-28
Otto,Everett,Graham,,F-G,73,190,1921-12-06
Fred,,Grann,,F,78,225,0000-00-00
Walter,,Grauman,Boney,G,74,200,0000-00-00
Cortez,,Gray,,F-C,77,185,1916-03-07
Herbert,A.,Gregg,Herb,G,68,150,1905-04-02
Albert,Francis,Grenert,Al,F-G,72,190,1919-07-08
Kenneth,,Griffith,"Ken, Spider",G,74,195,0000-00-00
Hyland,,Grimmer,Hy,G-F,75,185,1921-08-03
Robert,A.,Grove,Art,C-G,72,185,0000-00-00
Robert,F.,Gruenig,"Ace, Bob",C,80,220,1913-03-12
Nicholas,J.,Grunzweig,Nick,F-C,77,215,1918-07-21
Kenneth,W.,Gunning,Ken,F-G,71,0,1914-06-04
